Canonical_Word	Aliases
down	down, downe
dowsen	dowsen, dowsin, dowson, dowssen, dowssynn
dozen	dozen
dozin	dozin, dozine
dozon	dozon
draconi	draconi
drag	drag, dragge
draganto	draganto
drai	drai, dray, dri, drie, dry, drye
drap	drap, drape
draper	draper
drapz	drapz
draw	draw, drawe
drea	drea
dreg	dreg, drege
dreit	dreit
drenking	drenking, drenkyng
dreping	dreping, drepyng
dresed	dresed, dressed
dresid	dresid, dressyd
dresing	dresing, dressyng
dried	dried, dryed
drifish	drifish, dryfysshe
dright	dright
drincking	drincking, drinckinge, drinckyng, dringking, drinking, drinkinge, drinkyng, dryngkyng, drynking, drynkyng, drynkynge
drink	drink, drynk, drynke
drinkeng	drinkeng, drynkeng
drinkinglas	drinkinglas, drynkkynglass
driping	driping, dripinge, dripyng, drypping, dryppyng, drypyng
drog	drog, droge, drogge
drogagant	drogagant
drogar	drogar, droger, drogere, droggar
droggi	droggi, drogi
droog	droog, drooge
droping	droping, droppyng
dros	dros, drosse
drug	drug, drugge
drugaria	drugaria
drugarie	drugarie, druggarie
drugeri	drugeri, drugery, druggery
drugerie	drugerie, druggerie
dsaw	dsaw, dsawe
dson	dson
dua	dua
duabu	duabu
dubbil	dubbil, dubil
dublet	dublet, dublete, dublette
duc	duc, duce, duk, duke
ducatu	ducatu
ducenti	ducenti
ducesa	ducesa, ducessa
ducesam	ducesam, ducessam
duci	duci
ducisa	ducisa, ducissa
dugla	dugla
dulc	dulc, dulce, dulk, dulke
dulci	dulci
dulcu	dulcu
duo	duo
duob	duob
duobu	duobu
duodecem	duodecem
duodecim	duodecim
duodecimo	duodecimo
duoden	duoden, duodene
duodena	duodena
duodenarum	duodenarum
duodeni	duodeni
dupl	dupl, duple
duplario	duplario
duplariorum	duplariorum
dupleti	dupleti, dupletti
dupletorum	dupletorum, duplettorum
duplic	duplic, duplice
duplicati	duplicati, dupplicati
duplicato	duplicato
duplicatorum	duplicatorum, dupplicatorum
duplicem	duplicem
duplici	duplici
duplicibu	duplicibu
duplicium	duplicium
duri	duri
dusena	dusena, dussena
duseni	duseni, dusseni
dushel	dushel, dusshel
dusin	dusin, dussyn
dust	dust, duste
dwaie	dwaie
dward	dward
dwin	dwin, dwyn
dwsin	dwsin, dwssynn
e	e, ee
ea	ea, ia
each	each
ead	ead
eadem	eadem
eagr	eagr, eagre, eger
eal	eal, eale, eel, eele, eell, eelle, eloue, iel, iele, il, ile, ille, yel, yele, yelle, yle
ean	ean, eane, ian
eandem	eandem
earth	earth, erth, erthe
earthen	earthen, erthen, erthin, erthine, erthyn
earum	earum
easnach	easnach
eastrich	eastrich
eastridg	eastridg, eastridge
eati	eati
ebruarii	ebruarii
ec	ec, ece, ek
ecembri	ecembri
echt	echt
ecia	ecia
ecii	ecii
ecsep	ecsep
ecto	ecto
ed	ed
edewal	edewal
edorum	edorum
eelarum	eelarum, eellarum
efectum	efectum, effectum
eford	eford, eforde
eg	eg, egge
egalam	egalam
egar	egar, egr, egre
eghtendel	eghtendel, eghtendele, eghtendelle
eghtendeli	eghtendeli, eghtendelli
eghtindel	eghtindel, eghtyndell
egi	egi
egir	egir
egni	egni
egri	egri
ehi	ehi, ehy
ei	ei, ey
eich	eich, eyche
eichong	eichong, eychong
eidem	eidem
eightdeli	eightdeli, eightdelli
eightendel	eightendel, eightendele, eightendelle
eightendelei	eightendelei, eightendeley
eightendeli	eightendeli
eightendolii	eightendolii
eightondel	eightondel, eightondelle
eil	eil, eylle
ein	ein, eyn, eyne, ioun, youn
einerson	einerson, eynersson
eiren	eiren, eron, eyren, run, rune
eirstric	eirstric, eirstrice
eisdem	eisdem
eister	eister, eyster
eistric	eistric, eistrice, eistrich, eystrich
eitendel	eitendel, eytendelle
eitindel	eitindel, eytyndelle
eiu	eiu, eju, iue, jue
eiusdem	eiusdem, ejusdem
ekini	ekini
el	el, ele, ell, elle, l, ll, lle
elabri	elabri
elandin	elandin, elandyn
elanin	elanin, elanyn
elarg	elarg, elarge
elarum	elarum, ellarum, ilarum, illarum
elburgh	elburgh
elchior	elchior
eld	eld
eldar	eldar
elder	elder, ellder
electi	electi
electri	electri, ellectri
elephanti	elephanti
elerd	elerd
eleto	eleto, eletto
elevaunt	elevaunt, elevaunte
elfin	elfin
eli	eli, elli, elly, ely
elibu	elibu, ellibu
elie	elie, elye
elin	elin, elyn
elison	elison, elysson
elist	elist
elivaunt	elivaunt, elyvaunte
elk	elk, elke
elki	elki, elky
elm	elm, elme
elman	elman
elminbord	elminbord, elmynborde
elmo	elmo
elneie	elneie, elneye
eltoheu	eltoheu
elton	elton
em	em, eme
embraudati	embraudati, embroudati, embrouddati
embraudato	embraudato, embroudato
embrodered	embrodered
embrodred	embrodred
embrouded	embrouded
emer	emer, emere
emeraud	emeraud, emeraude
emerawd	emerawd, emerawde
emeri	emeri, emerry, emery
emesh	emesh, emessh
emori	emori, emorie, emory, emorye
emploi	emploi, employ
empta	empta
empti	empti, emptie, empty, emptye
emti	emti, emty
en	en, ene, enei, eney, ennei, n, nn, nne
enal	enal, enalle, enl, enle
enau	enau
enaunt	enaunt, enaunte
enbraudati	enbraudati
enbroderd	enbroderd
enbrodred	enbrodred
enbroudati	enbroudati
enbroudato	enbroudato
enbroudatum	enbroudatum
enbrouded	enbrouded
enbroudered	enbroudered
enbrowdid	enbrowdid, enbrowdyd
encen	encen
encenc	encenc, encence
encens	encens, encense
encion	encion
encl	encl, encle
end	end, ende
enda	enda
ender	ender
endez	endez
endi	endi, endy
endison	endison, endisson
endlee	endlee
enea	enea, enia, ennea, enya
enedict	enedict
enedicto	enedicto
enee	enee, eni, ennee
enel	enel, enele
eneo	eneo, enio, enneo
enesburgh	enesburgh
enet	enet, enette
enforbin	enforbin
enii	enii, ennii
enri	enri, enry
enrico	enrico
ensen	ensen
ensenc	ensenc, ensence
ensens	ensens, ensense
ensi	ensi
ent	ent, ente
enterd	enterd, entered
enterid	enterid, enteryd
entibu	entibu
entri	entri, entry
eo	eo
eod	eod, eode
eodem	eodem
eodm	eodm, eodme
eonardo	eonardo
eorgeo	eorgeo, eorgio
eorum	eorum
eorundem	eorundem
eparum	eparum
epatic	epatic, epatice
episcopi	episcopi
episcopo	episcopo
eptembri	eptembri
equ	equ
equi	equi
equinorum	equinorum
equo	equo
equorum	equorum
equum	equum
eral	eral, eralle
erantibu	erantibu
erardo	erardo
erarum	erarum
erased	erased
erasur	erasur, erasure
erati	erati
ercator	ercator, ercatore
erchef	erchef
erd	erd, erde, rd
erdasherie	erdasherie, erdashri, erdashrie, erdashry, erdassherie, erdasshrie, irdashrie
eren	eren
ereo	ereo, erio, erryo, eryo
ereth	ereth, erethe
erici	erici
erico	erico
erii	erii
erik	erik, erike
erios	erios, eryose
erit	erit
erkin	erkin, erkyn
erland	erland
erm	erm
ermin	ermin, ermyn, ermyne
erminz	erminz, ermynz
ermouth	ermouth
ern	ern, irn, irne, rn, rne, yrn, yrne
ernaundo	ernaundo, rnaundo
ernemouth	ernemouth
ero	ero
eror	eror, error
erpleri	erpleri
ert	ert, rt, rtt
erunt	erunt
es	es, esse, s, sse
esbi	esbi, esby
esham	esham, essham
eshaunt	eshaunt
esimo	esimo
eskipacionem	eskipacionem, eskippacionem
eskipacioni	eskipacioni, eskippacioni
eskipacionibu	eskipacionibu, eskippacionibu
eskipandum	eskipandum, eskippandum
eskipata	eskipata, eskippata
eskipati	eskipati, eskippati
eskipato	eskipato, eskippato
esmeri	esmeri
eso	eso
eson	eson, esson
est	est, este
esterig	esterig, esterige
estireg	estireg, estirege
estr	estr, estre
estrech	estrech, estreche, estrich, estriche, estryche
estredg	estredg, estredge
estreg	estreg, estrege
estridg	estridg, estridge, estrydge
estrig	estrig, estryge
esul	esul, esule
esustun	esustun
et	et, ette
eta	eta
etc	etc
etendel	etendel, etendelle
ether	ether, ither, yther
eti	eti, etti
eto	eto, etto
etri	etri
etro	etro
eu	eu, ew, iew, jewe, oo
eundem	eundem
euson	euson, eusson
evel	evel, evele
even	even
everi	everi, every
everie	everie, everye
evil	evil, evyll
evin	evin, evyn
evonie	evonie
ewar	ewar
ewari	ewari
ewcast	ewcast
ewel	ewel, ewell
ewer	ewer, ewere
ewick	ewick, ewicke
ewland	ewland
ewour	ewour
ews	ews, ewse
ex	ex, x, xx
exandro	exandro
executor	executor, executore
executric	executric, executrice
exeunt	exeunt, exeunte
exeuntibu	exeuntibu
existent	existent, existente
existentibu	existentibu
existentium	existentium
exitu	exitu
expectando	expectando
expendabili	expendabili
expendibl	expendibl, expendible
extera	extera
exterea	exterea
exteri	exteri
exteria	exteria
exto	exto
extr	extr
extra	extra
extranea	extranea
exunt	exunt, exunte
ezar	ezar
f	f, ff
fa	fa
faa	faa
fabarum	fabarum
fabro	fabro
fac	fac, face
facez	facez
faci	faci, facy
faciencia	faciencia
faciencium	faciencium
faciendo	faciendo
facient	facient, faciente
facientibu	facientibu
faciunt	faciunt
fackter	fackter, facter, factor, factore
facon	facon, facone
fact	fact, facte
facta	facta
factam	factam
facti	facti
facto	facto
factorem	factorem
factori	factori
factoribu	factoribu
factour	factour
fadello	fadello, fadelo
fagot	fagot, fagote, fagott, fagotte
fal	fal, fale, falle
faland	faland, fallande
falcibu	falcibu
falcon	falcon
falconibu	falconibu
falding	falding, faldinge
fali	fali, falli
falsi	falsi
faml	faml
famulo	famulo
fanez	fanez, fannez
fanget	fanget
fangot	fangot, fangott, fangotte
fangoti	fangoti, fangotti
fangoto	fangoto, fangotto
fani	fani, fanni, fanny, phani
far	far
faradel	faradel, faradell
fard	fard, farde
farddel	farddel, fardel, fardell, fardelle
fardekin	fardekin, fardekyn
fardela	fardela, fardella
fardelet	fardelet, fardelette, fardellette
fardelez	fardelez, fardellez
fardeli	fardeli, fardelli
fardello	fardello, fardelo
fardellu	fardellu, fardelu
fardellum	fardellum, fardelum
fardil	fardil, fardille, fardyll, fardylle
fardili	fardili, fardilli
farding	farding, fardyng
fardl	fardl, fardle
fareli	fareli, farelli
farin	farin, farine
farina	farina
farinul	farinul, farinule
farinuli	farinuli
fart	fart, farte
fartei	fartei, fartey
farthel	farthel, farthell
farthendel	farthendel, farthendelle
fartu	fartu
fas	fas, fase, fass
fastein	fastein, fasteyn
fasul	fasul, fasule
fasulez	fasulez
fat	fat, fate, fatt, fatte
fatez	fatez, fattez
father	father
fathom	fathom, fathome
fati	fati, fatti, fatty
fato	fato, fatto
fattz	fattz, fatz
faucet	faucet, faucette
faucon	faucon, faucone, fawcon, fawcone, fawken, fawkon
fauset	fauset, fausete, fausett
fawkin	fawkin, fawkyn
fawn	fawn, fawne
fawnskin	fawnskin, fawnskynne
fawt	fawt
fe	fe
fecch	fecch, fech
fecheou	fecheou, fechiou
fecheu	fecheu, fechew, fechewe
fecheux	fecheux
fechuuz	fechuuz
feci	feci
fecibu	fecibu
fedal	fedal, fedalle, fedel, fedelle
fedderbedde	fedderbedde, fedderbede, federbed, federbedde, federbede
feddir	feddir, fedir, fedyr
feder	feder, federe
federbeddy	federbeddy, federbedi, fedirbeddy, fedirbedi
federi	federi, federy
fedirbed	fedirbed, fedirbedde, fedirbede, fedyrbed, fedyrbedde
fedirbedz	fedirbedz
feir	feir, feire, fier
fel	fel, felle
feld	feld, ffeld
felet	felet, felette
felipario	felipario, fellipario
fellte	fellte, felltte, felt, felte, feltt, feltte, phellte, phelt, phelte, pheltte
felman	felman
felthat	felthat, felthatte
felther	felther, felthere
felti	felti
feltz	feltz, pheltz
felvet	felvet
femina	femina
feminea	feminea
femini	femini
fen	fen, fene
fenecrek	fenecrek, fenecreke, fenecrik, fenecrike
fenekrek	fenekrek, fenekreke, fenicrek, fenycrek, fenycreke
fenel	fenel, fenelle
fenestr	fenestr, fenestre
feniculi	feniculi
feniegrek	feniegrek
fenkrek	fenkrek, fenkreke
fer	fer, ferr, ferre, fir, fire, fr, fur, fure, furr, furre, fyre, fyrr, fyrre
ferdekin	ferdekin, ferdekyn, firdeken, firdekin, firdekyn
ferdel	ferdel, ferdell, ferdelle
ferdindelo	ferdindelo, ferdyndello
ferdkin	ferdkin, ferdkyn
ferendeli	ferendeli, ferendelli
ferendello	ferendello, ferendelo
ferendellum	ferendellum, ferendelum
feret	feret
feri	feri, ferri, ferrri
ferken	ferken, firken, furken, fyrken, fyrkene
ferkin	ferkin, ferkyn, ferrkin, firkin, firkyn, fyrkyn
fero	fero, ferro
ferondeli	ferondeli, ferondelli
ferrt	ferrt, fert, ferte
ferthekin	ferthekin, ferthekyn
ferthendel	ferthendel, ferthendele, ferthendelle, firthendel, firthendelle
ferthkin	ferthkin, ferthkyn, firthkin, firthkyn
ferthkinz	ferthkinz, ferthkynz
fesantz	fesantz
fesaunc	fesaunc, fesaunce
feschkin	feschkin
fesician	fesician, fesycian
festum	festum
fet	fet, fete
fetant	fetant, fetante
fether	fether, fethir, fethr, fethre, fethur
fetherbed	fetherbed, fetherbedd, fetherbedde, fetherbede, fettherbed
fetherbeddy	fetherbeddy, fetherbedi, fetherbedy
fetherebed	fetherebed
fetherfed	fetherfed
fethirbed	fethirbed, fethirbedd, fethirbedde, fethirbede, fethyrbed, fethyrbedde
fewlken	fewlken
ffler	ffler, fler
fic	fic
ficch	ficch, fich, fiche, fitch, fitche, fycche, fych, fytch
ficcheux	ficcheux, ficheux, fichow, fichowe, fycheux
ficchew	ficchew, ficheu, fichew, fichewe, fichou, fitchew, fycheu, fychew, fychewe, fychou
ficchewz	ficchewz, fichewz
ficcorum	ficcorum, ficorum
ficheou	ficheou
fichewez	fichewez, fychewez
fichewi	fichewi
fichi	fichi, fychy
fici	fici, fisi
ficu	ficu
ficuler	ficuler
ficum	ficum
ficuum	ficuum, fycuum
fiel	fiel, fil, file, fyelle, fyl, fyle
fig	fig, fige, figg, figge, fyge, fygge
figgi	figgi, figi, fygi, fygy
figori	figori
figorum	figorum
figu	figu
figur	figur, fygure
figurati	figurati
figured	figured, fygured
figuri	figuri, figury, fygury
fila	fila
filati	filati
filer	filer, filler
filet	filet, filette
fili	fili, filii, filli, fyli, phili
filing	filing, filinge, filyng, fyling, fylinge, fylyng, fylynge
filio	filio
filo	filo
filt	filt, fylt
fin	fin, fine, fyn, fyne, fynne, phin, phyn
finem	finem
fini	fini
finient	finient, finiente
fino	fino
fiol	fiol, fiole, fyolle
firbourd	firbourd, firbourde
firdindeli	firdindeli, firdindelli
firing	firing, fyryng
firmaculorum	firmaculorum
first	first, furst, furste
fisch	fisch, fish, fishe, fissh, fisshe, fysche, fysh, fyshe, fyssh, fysshe, phesh, pheshe, phish, phishe
fisched	fisched
fischok	fischok, fischoke
fishesmer	fishesmer, fishsmer, fisshesmer, fisshsmer, fisshsmere
fishing	fishing, fisshing, fyshyng, fysshyng
fishlin	fishlin, fisshlyn
fisico	fisico
fisicorum	fisicorum
fistola	fistola
fistul	fistul, fistule
fistula	fistula
fistularum	fistularum, fistullarum
fistuli	fistuli
fith	fith, fythe
fla	fla
flack	flack, flacke
flaket	flaket, flakkette
flancard	flancard, flancarde
flanel	flanel, flanell, flannel, flannell, flannelle
flani	flani, flanny
flankard	flankard, flankarde, flankerd, flankerde
flanker	flanker
flapi	flapi, flappi
flask	flask, flaske
flasket	flasket, flaskete, flaskett, flaskette, flasskette
flat	flat, flate, flatt, flatte
flatfisch	flatfisch, flatfische, flatfysch
flatfish	flatfish, flatfissh, flatfisshe
flax	flax, flaxe
flaxen	flaxen
fleccher	fleccher, flecher
fleccheri	fleccheri, flecheri
flech	flech
flechi	flechi, flechy
fleilstaun	fleilstaun, fleilstaune
flesing	flesing
flex	flex, flexe
flic	flic, flicc, flicch, flich, fliche, flik, flikke, flycch, flych
flichi	flichi, flitchi, flycchi
flitch	flitch
flock	flock, flocke, flok, floke, flokke
floit	floit, floyte, floytte
floiti	floiti, floyty
floki	floki, flokki
flor	flor, flore, florre
floraun	floraun
florei	florei, florey
florenc	florenc, florence
floret	floret, florett
flori	flori, florie, flory, florye
floribu	floribu
flort	flort
flosa	flosa
flot	flot, flote, flotte
floti	floti, floty
flotis	flotis, flotise
flouer	flouer
flounder	flounder
flour	flour, floure, flower
flourd	flourd, flowerd
flowir	flowir
flowr	flowr, flowre
flox	flox, floxe
fo	fo
focer	focer
focheux	focheux
fodder	fodder, foder
fodera	fodera
foderbed	foderbed, foderbedde
foderi	foderi
fodir	fodir
fodr	fodr, fodre
fodra	fodra
fodri	fodri
fodro	fodro, fodrow
foien	foien, foyene
foiet	foiet, foyet
foil	foil, foile, foille, foyl, foyle, foylle
foin	foin, foyn, foyne
foinez	foinez, foynez
foini	foini, foyny
foion	foion, foyon
foist	foist, foyste
foit	foit, foyte
fok	fok, fokke
fol	fol
folcie	folcie
fold	fold, folde
folded	folded
folder	folder, foldr, foldre
foldi	foldi, foldy
folding	folding, foldyng
foldri	foldri
folen	folen
folii	folii
folio	folio
foliorum	foliorum
follow	follow, folow
followythe	followythe, foloweth, folowith, folowyth
foloeth	foloeth, foloethe
foloith	foloith
foot	foot, foote
for	for, fore, forr, forur, forure, four, foure
forc	forc, fork, forke
forcer	forcer, forcere, forser, forsere
forceri	forceri
forcerii	forcerii
forcerio	forcerio
forceriorum	forceriorum
ford	ford
fordel	fordel, fordell
forder	forder
fordr	fordr, fordre
forel	forel, forrell, forrelle
forkin	forkin, forkyn
forlaken	forlaken
form	form, forme
forma	forma
formagii	formagii
formar	formar
former	former
formuli	formuli
forpic	forpic, forpice
forpicibu	forpicibu
forpicium	forpicium
forpicum	forpicum
forrura	forrura, forura
forsaid	forsaid, forsayd
forsier	forsier
fort	fort, forte
forther	forther
fostik	fostik, fostyk
fot	fot, fote, fotte
foteman	foteman
foteston	foteston, fotestone, fottestone
fother	fother, fothere
fothera	fothera
fotheri	fotheri
fothir	fothir, fothr, fothre, fothyr
fothira	fothira
fotston	fotston, fotstone
foulder	foulder, fulder
fouldr	fouldr, fouldre, fuldr, fuldre
foundr	foundr, foundre
fourtie	fourtie, fourtye
fowder	fowder, fowdr, fowdre
fower	fower
fox	fox, foxe
foxkin	foxkin, foxkyn
fracti	fracti
fracto	fracto
fractorum	fractorum
fraiel	fraiel, frayell
fraieli	fraieli, fraielli, frayelli
fraiello	fraiello, fraielo, frayello
frail	frail, fraile, fraille, frayle, fraylle
frailez	frailez, fraylez
fraili	fraili, frailli, fraylli
fraillo	fraillo, frailo, frayllo
fralez	fralez
franc	franc, france, frank, franke
franckensenc	franckensenc, franckensence, frankensenc, frankensence
frankencen	frankencen
frankensen	frankensen
frankensens	frankensens, frankensense
frankinsen	frankinsen, frankynsen
frankinsenc	frankinsenc, frankynsence
frasour	frasour
frasur	frasur, frasure
frat	frat
fratr	fratr, fratre
fratrum	fratrum
frec	frec, frece
freillo	freillo, freilo
freing	freing, freinge, fring, fringe, fryng, frynge
freis	freis, freise, freyse, friz, frize, fryze
freng	freng, frenge, frieng, fryeng
frengi	frengi
freni	freni
freno	freno
fres	fres, frese, fresse
fresado	fresado, fresadoe, fressado
fresadow	fresadow, fresadowe
fresavo	fresavo
fresch	fresch, fresche, fresh, freshe
freseado	freseado
fresed	fresed
fresii	fresii, frisi
frez	frez, freze
frezad	frezad
frezado	frezado
fri	fri, fry
fric	fric, frice, friec, fryce, fryece
fricezado	fricezado, frycezado
fricii	fricii, frisii, frysii
frid	frid, fryde
frido	frido
fries	fries, friese, friesse, fryese
friing	friing, friyng, friynge, frying, fryinge, fryyng
frindg	frindg, frindge
fringed	fringed, frynged
fris	fris, frise, frish, frisse, fryse, frysh, frysse
frisad	frisad, frysad, frysade
frisadi	frisadi
frisado	frisado, frisadoe
frisadon	frisadon, frysadon
frisadow	frisadow, frisadowe
friseado	friseado, friseadow, friseadowe
frisid	frisid
frisio	frisio
frizado	frizado, fryzado
from	from, frum, frume
frontel	frontel, frontelle
fruct	fruct, fructe
fructu	fructu
fructuum	fructuum
fruit	fruit, fruyte
frumenti	frumenti
frumento	frumento
frut	frut, frute
fu	fu
fuder	fuder
fuer	fuer, fuerre
fuerst	fuerst
fuerunt	fuerunt
fuesing	fuesing, fuesyng
ful	ful, fule, full, fulle
fuler	fuler, fuller
fullonibu	fullonibu, fulonibu
fun	fun, fune
fungearum	fungearum
fungei	fungei
funger	funger
fungia	fungia
fungiarum	fungiarum
fungii	fungii
funi	funi, funy
